NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS; Nº ALUNOS 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4297;MURTINHO NOBRE DOUTOR;Cuba; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4297;MURTINHO NOBRE DOUTOR;Haiti; 7 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4315;JULIO DE MESQUITA FILHO;Dominicana, República; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4315;JULIO DE MESQUITA FILHO;Haiti; 17 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4315;JULIO DE MESQUITA FILHO;Venezuela; 11 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4327;ITAUNA VISCONDE DE;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4327;ITAUNA VISCONDE DE;Uruguai; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4327;ITAUNA VISCONDE DE;Venezuela; 2 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4388;SEMINARIO NOSSA SENHORA DA GLORIA;Bolívia; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4388;SEMINARIO NOSSA SENHORA DA GLORIA;Haiti; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4388;SEMINARIO NOSSA SENHORA DA GLORIA;Líbano; 3 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4388;SEMINARIO NOSSA SENHORA DA GLORIA;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4388;SEMINARIO NOSSA SENHORA DA GLORIA;Venezuela; 5 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4397;JOSE ESCOBAR PROFESSOR;Venezuela; 12 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4418;NOSSA SENHORA APARECIDA;Centro-africana, República; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4418;NOSSA SENHORA APARECIDA;Haiti; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4418;NOSSA SENHORA APARECIDA;Venezuela; 22 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4424;FRANCISCO DE ASSIS REYS;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4443;ODON CAVALCANTI PROFESSOR;Japão; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4443;ODON CAVALCANTI PROFESSOR;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4479;ALEXANDRE DE GUSMAO;Bolívia; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4479;ALEXANDRE DE GUSMAO;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4479;ALEXANDRE DE GUSMAO;Japão; 2 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4510;TEOTONIO ALVES PEREIRA;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4510;TEOTONIO ALVES PEREIRA;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Angola; 3 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Bolívia; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Guiné-Bissau; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Guiné-Conacri; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Afeganistão; 4 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Angola; 7 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Bolívia; 2 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;China; 5 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Colômbia; 4 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Filipinas; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Guiana; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Guiné-Bissau; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Haiti; 7 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Iraque; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Nigéria; 2 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Tailândia; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;4340;ROOSEVELT PRESIDENTE;Venezuela; 2 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Angola; 3 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Bolívia; 3 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;China; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Haiti; 32 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Palestina; 1 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Paraguai; 3 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Síria; 2 
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;8;38143;CAETANO DE CAMPOS;Venezuela; 8 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1512;ARMANDO ARAUJO;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1512;ARMANDO ARAUJO;Bolívia; 10 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1512;ARMANDO ARAUJO;Japão; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1512;ARMANDO ARAUJO;Paraguai; 2 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1512;ARMANDO ARAUJO;Síria; 2 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1512;ARMANDO ARAUJO;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1545;PANDIA CALOGERAS;Bolívia; 10 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1545;PANDIA CALOGERAS;Jordânia; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1545;PANDIA CALOGERAS;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1545;PANDIA CALOGERAS;Síria; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Angola; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Argentina; 4 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Bolívia; 67 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Dominicana, República; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Japão; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Moçambique; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Paraguai; 2 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Peru; 3 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1569;OSWALDO CRUZ;Síria; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1661;MMDC;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1661;MMDC;Bolívia; 7 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1661;MMDC;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1661;MMDC;Líbano; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1661;MMDC;Peru; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1661;MMDC;Síria; 1 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1824;JOSE HEITOR CARUSI PROFESSOR;Bolívia; 2 
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;8;1824;JOSE HEITOR CARUSI PROFESSOR;Síria; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4273;DEMOSTHENES MARQUES PROFESSOR;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4273;DEMOSTHENES MARQUES PROFESSOR;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4285;JACQUES MARITAIN;Bolívia; 2 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4285;JACQUES MARITAIN;Venezuela; 2 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4339;ATALIBA DE OLIVEIRA PROFESSOR;Venezuela; 2 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4364;ASTROGILDO SILVA PROFESSOR;Bolívia; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4364;ASTROGILDO SILVA PROFESSOR;Centro-africana, República; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4431;MANUELA LACERDA VERGUEIRO;Haiti; 2 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4431;MANUELA LACERDA VERGUEIRO;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4480;EURYDICE ZERBINI PROFESSORA;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4492;GUALTER DA SILVA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4509;MARIA ODILA GUIMARAES BUENO PROFESSORA;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4522;RAUL CARDOSO DE ALMEIDA PROFESSOR;Síria; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4522;RAUL CARDOSO DE ALMEIDA PROFESSOR;Venezuela; 4 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4601;JULIA COLLACO FRANCA PROFESSORA;Venezuela; 3 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;4844;ARTUR SABOIA;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;37618;ALVARO DE SOUZA LIMA DOUTOR;Haiti; 2 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;37618;ALVARO DE SOUZA LIMA DOUTOR;Venezuela; 3 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;38167;JOSE MARIA WHITAKER DOUTOR;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;38167;JOSE MARIA WHITAKER DOUTOR;Venezuela; 4 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;39378;MELVIN JONES;Venezuela; 7 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;409169;TERUKO UEDA YAMAGUTI PROFESSORA;Paraguai; 1 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;409169;TERUKO UEDA YAMAGUTI PROFESSORA;Venezuela; 7 
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;433615;CARLOS ESTEVAM ALDO MARTINS PROFESSOR;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3724;ROLDAO LOPES DE BARROS PROFESSOR;Bolívia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3724;ROLDAO LOPES DE BARROS PROFESSOR;Haiti; 3 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3724;ROLDAO LOPES DE BARROS PROFESSOR;Rússia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3724;ROLDAO LOPES DE BARROS PROFESSOR;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3748;ARCY MAJOR;Angola; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3748;ARCY MAJOR;Egipto; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3748;ARCY MAJOR;Equador; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3748;ARCY MAJOR;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3797;FABIANO LOZANO MAESTRO;Angola; 2 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3797;FABIANO LOZANO MAESTRO;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3797;FABIANO LOZANO MAESTRO;Bolívia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3797;FABIANO LOZANO MAESTRO;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3815;FLORIANO MARECHAL;Bolívia; 4 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3815;FLORIANO MARECHAL;Ucrânia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Angola; 9 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Bolívia; 2 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Camarões; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;China; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Congo, República Democrática do (antigo Zaire); 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Estados Unidos da América; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Haiti; 5 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Japão; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Líbano; 2 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Peru; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Serra Leoa; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Síria; 2 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Ucrânia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;3827;RODRIGUES ALVES;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;4856;PEDRO VOSS PROFESSOR;Angola; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;4856;PEDRO VOSS PROFESSOR;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;4856;PEDRO VOSS PROFESSOR;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;4856;PEDRO VOSS PROFESSOR;Cuba; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;4856;PEDRO VOSS PROFESSOR;Moçambique; 1 
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;8;4893;LASAR SEGALL;Venezuela; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;6;985788;CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA;Bolívia; 4 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;6;985788;CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA;Japão; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1685;MARIO CASASSANTA PROFESSOR;Haiti; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1764;ANNITA ATALLA PROFESSORA;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1764;ANNITA ATALLA PROFESSORA;Bolívia; 3 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1764;ANNITA ATALLA PROFESSORA;Paraguai; 2 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1764;ANNITA ATALLA PROFESSORA;Síria; 2 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1788;OLGA BENATTI PROFESSORA;Venezuela; 3 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1797;BRISABELLA ALMEIDA NOBRE PROFESSORA;Angola; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1797;BRISABELLA ALMEIDA NOBRE PROFESSORA;Cuba; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1843;FRANCISCO BORGES VIEIRA DOUTOR;Haiti; 2 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1843;FRANCISCO BORGES VIEIRA DOUTOR;Venezuela; 3 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1855;AMERICO DE MOURA PROFESSOR;Japão; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1855;AMERICO DE MOURA PROFESSOR;Portugal; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1855;AMERICO DE MOURA PROFESSOR;Venezuela; 4 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1892;REPUBLICA DO PARAGUAY;Bolívia; 4 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1892;REPUBLICA DO PARAGUAY;Burundi; 2 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1892;REPUBLICA DO PARAGUAY;Líbano; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1892;REPUBLICA DO PARAGUAY;Nigéria; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1892;REPUBLICA DO PARAGUAY;Venezuela; 5 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;Argentina; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;Bolívia; 2 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;Colômbia; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;Venezuela; 3 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1958;JULIA MACEDO PANTOJA PROFESSORA;Angola; 1 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1958;JULIA MACEDO PANTOJA PROFESSORA;Bolívia; 7 
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1958;JULIA MACEDO PANTOJA PROFESSORA;Cuba; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7336;MERCIA ARTIMOS MARON PROFESSORA;Haiti; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7341;NICEIA ALBARELLO FERRARI PROFESSORA;Venezuela; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7365;LYDES RACHEL GUTIERRES PROFESSORA;Paraguai; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7365;LYDES RACHEL GUTIERRES PROFESSORA;Venezuela; 4 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7377;JOSE ARTIGAS GENERAL;Argentina; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7389;JOAO RAMALHO;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7390;ANTONIETA BORGES ALVES PROFESSORA;Venezuela; 5 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7456;EVANDRO CAIAFA ESQUIVEL PROFESSOR;Bolívia; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7456;EVANDRO CAIAFA ESQUIVEL PROFESSOR;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7468;OSVALDO GIACOIA DOUTOR;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7493;SYLVIA RAMOS ESQUIVEL;Paraguai; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7500;FABIO EDUARDO RAMOS ESQUIVEL;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7523;PEDRO MADOGLIO PROFESSOR;Peru; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7523;PEDRO MADOGLIO PROFESSOR;Venezuela; 9 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7535;SIMON BOLIVAR;Portugal; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7535;SIMON BOLIVAR;Venezuela; 4 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;35671;VILA SANTA MARIA;Haiti; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;35671;VILA SANTA MARIA;Venezuela; 4 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;37285;JOAO CARLOS GOMES CARDIM PROF;Colômbia; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;39500;LIVIO MARCOS GUERCIA PROFESSOR;Venezuela; 4 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;39512;OLGA FONSECA PROFESSORA;Afeganistão; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;39512;OLGA FONSECA PROFESSORA;Palestina; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;39512;OLGA FONSECA PROFESSORA;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;39524;TRISTAO DE ATHAYDE;Haiti; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;39524;TRISTAO DE ATHAYDE;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;41191;RODRIGO SOARES JUNIOR JORNALISTA;Colômbia; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;41191;RODRIGO SOARES JUNIOR JORNALISTA;Paraguai; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;41191;RODRIGO SOARES JUNIOR JORNALISTA;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;43321;JOAO DE MELO MACEDO;Cuba; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;43321;JOAO DE MELO MACEDO;Venezuela; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;46462;MARIE NADER CALFAT PROFESSORA;Venezuela; 6 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;284348;DIADEMA;Bolívia; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;296533;VILA SOCIALISTA;Venezuela; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;901957;ROBERTO FRADE MONTE PROFESSOR;Venezuela; 3 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;901970;GREGORIO BEZERRA DEPUTADO;Venezuela; 2 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;901982;JOSE MAURO DE VASCONCELOS;Colômbia; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;901982;JOSE MAURO DE VASCONCELOS;Venezuela; 1 
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;904661;AMADEU ODORICO DE SOUZA;Bolívia; 1 
